Targets of primary energy saving in regional scale [TJ/year],Consistence of installation and maintenance requirements with local thechnical know-how,Continiuity and predictability of performances(1-3),Cost of saved promaru energy (Euro/MJ),Sustainability according to greenhouse pollutant emissions (gco2/MJ),Labour impact (engaged person/Mjyear)
0.0,0.26315789440958093,0.7368421055939927,9.390703728298801e-13,2.4228768864082565e-14,0.0
