Targets of primary energy saving in regional scale [TJ/year],Consistence of installation and maintenance requirements with local thechnical know-how,Continiuity and predictability of performances(1-3),Cost of saved promaru energy (Euro/MJ),Sustainability according to greenhouse pollutant emissions (gco2/MJ),Labour impact (engaged person/Mjyear)
-0.24766240830661593,0.18196424077172538,0.18196424077172538,0.19592362982037514,0.08761507756196454,0.08761507756196454
